Name,FPA_time,FPA_total_points,FPA_total_nodes
1dat.txt,1602.048,835.0,1671.0
2dat.txt,1872.987,916.0,1833.0
3dat.txt,2928.96,1159.0,2319.0
4dat.txt,1786.818,1002.0,2005.0
5dat.txt,2220.095,965.0,1931.0
10dat.txt,3818.948,1611.0,3223.0
6dat.txt,62705.765,1416.0,2833.0
